,displacement,label
100,0.005,1
101,0.005,1
102,0.004,1
103,0.004,1
104,0.005,1
105,0.005,1
106,0.004,1
107,0.004,1
108,0.004,1
109,0.004,1
110,0.005,1
111,0.005,1
112,0.004,1
113,0.004,1
114,0.005,1
115,0.005,1
116,0.005,1
117,0.005,1
118,0.003,1
119,0.003,1
120,0.004,1
121,0.004,1
122,0.004,1
123,0.004,1
124,0.004,1
125,0.004,1
126,0.004,1
127,0.005,1
128,0.005,1
129,0.004,1
130,0.004,1
131,0.004,1
132,0.004,1
133,0.005,1
134,0.005,1
135,0.004,1
136,0.004,1
137,0.005,1
138,0.005,1
139,0.004,1
140,0.004,1
141,0.004,1
142,0.004,1
143,0.004,1
144,0.004,1
145,0.003,1
146,0.003,1
147,0.004,1
148,0.004,1
149,0.005,1
150,0.005,1
151,0.005,1
152,0.005,1
153,0.004,1
154,0.004,1
155,0.004,1
156,0.004,1
157,0.004,1
158,0.004,1
159,0.005,1
160,0.005,1
161,0.004,1
162,0.004,1
163,0.005,1
164,0.005,1
165,0.004,1
166,0.004,1
167,0.004,1
168,0.004,1
169,0.004,1
170,0.004,1
171,0.004,1
172,0.004,1
173,0.006,1
174,0.006,1
175,0.004,1
176,0.004,1
177,0.006,1
178,0.006,1
179,0.005,1
180,0.005,1
181,0.005,1
182,0.005,1
183,0.004,1
184,0.004,1
185,0.004,1
186,0.004,1
187,0.005,1
188,0.005,1
189,0.004,1
190,0.005,1
191,0.005,1
192,0.005,1
193,0.005,1
194,0.005,1
195,0.005,1
196,0.004,1
197,0.004,1
198,0.006,1
199,0.006,1
200,0.005,1
201,0.005,1
202,0.006,1
203,0.006,1
204,0.015,1
205,0.015,1
206,0.013,1
207,0.013,1
208,0.005,1
209,0.005,1
210,0.009000000000000001,1
211,0.009000000000000001,1
212,0.016,1
213,0.016,1
214,0.008,1
215,0.009000000000000001,1
216,0.009000000000000001,1
217,0.017,1
218,0.017,1
219,0.013,1
220,0.013,1
221,0.004,1
222,0.004,1
223,0.016,1
224,0.016,1
225,0.012,1
226,0.012,1
227,0.015,1
228,0.006,1
229,0.006,1
230,0.01,1
231,0.01,1
232,0.012,1
233,0.012,1
234,0.008,1
235,0.008,1
236,0.01,1
237,0.01,1
238,0.01,1
239,0.01,1
240,0.005,1
241,0.011,1
242,0.011,1
243,0.016,1
244,0.016,1
245,0.004,1
246,0.004,1
247,0.012,1
248,0.012,1
249,0.01,1
250,0.01,1
251,0.015,1
252,0.015,1
253,0.016,1
254,0.016,1
255,0.013,1
256,0.013,1
257,0.018000000000000002,1
258,0.018000000000000002,1
259,0.017,1
260,0.017,1
261,0.018000000000000002,1
262,0.003,1
263,0.003,1
264,0.001,1
265,0.008,1
266,0.008,1
267,0.006999999999999999,1
268,0.006999999999999999,1
269,0.008,1
270,0.008,1
271,0.008,1
272,0.008,1
273,0.008,1
274,0.008,1
275,0.008,1
276,0.008,1
277,0.008,1
278,0.008,1
279,0.008,1
280,0.008,1
281,0.006999999999999999,1
282,0.006999999999999999,1
283,0.008,1
284,0.008,1
285,0.015,1
286,0.015,1
287,0.016,1
288,0.016,1
289,0.017,1
290,0.017,1
291,0.016,1
292,0.016,1
293,0.017,1
294,0.017,1
295,0.013,1
296,0.013,1
297,0.018000000000000002,1
298,0.018000000000000002,1
299,0.014,1
300,0.014,1
301,0.014,1
302,0.014,1
303,0.003,1
304,0.003,1
305,0.011,1
306,0.011,1
307,0.012,1
308,0.012,1
309,0.013,1
310,0.013,1
311,0.011,1
312,0.011,1
313,0.013,1
314,0.013,1
315,0.013,1
316,0.013,1
317,0.012,1
318,0.012,1
319,0.013,1
320,0.013,1
321,0.013,1
322,0.013,1
323,0.015,1
324,0.015,1
325,0.015,1
326,0.015,1
327,0.012,1
328,0.014,1
329,0.012,1
330,0.012,1
331,0.008,1
332,0.008,1
333,0.013,1
334,0.013,1
335,0.013,1
336,0.013,1
337,0.011,1
338,0.011,1
339,0.013,1
340,0.013,1
341,0.011,1
342,0.011,1
343,0.012,1
344,0.012,1
345,0.013,1
346,0.013,1
347,0.013,1
348,0.013,1
349,0.014,1
350,0.014,1
351,0.015,1
352,0.015,1
353,0.012,1
354,0.012,1
355,0.014,1
356,0.014,1
357,0.013,1
358,0.013,1
359,0.012,1
360,0.012,1
361,0.011,1
362,0.011,1
363,0.013,1
364,0.013,1
365,0.012,1
366,0.012,1
367,0.011,1
368,0.011,1
369,0.013,1
370,0.013,1
371,0.01,1
372,0.01,1
373,0.013,1
374,0.013,1
375,0.011,1
376,0.011,1
377,0.011,1
378,0.011,1
379,0.013,1
380,0.013,1
381,0.012,1
382,0.012,1
383,0.013,1
384,0.013,1
385,0.013,1
386,0.013,1
387,0.013,1
388,0.013,1
389,0.012,1
390,0.012,1
391,0.014,1
392,0.012,1
393,0.012,1
394,0.012,1
395,0.012,1
396,0.013,1
397,0.013,1
398,0.01,1
399,0.01,1
400,0.011,1
401,0.011,1
402,0.003,1
403,0.003,1
404,0.013,1
405,0.013,1
406,0.014,1
407,0.014,1
408,0.012,1
409,0.012,1
410,0.012,1
411,0.012,1
412,0.013,1
413,0.013,1
414,0.01,1
415,0.01,1
416,0.013,1
417,0.013,1
418,0.01,1
419,0.01,1
420,0.011,1
421,0.011,1
422,0.012,1
423,0.012,1
424,0.011,1
425,0.011,1
426,0.01,1
427,0.01,1
428,0.011,1
429,0.011,1
430,0.011,1
431,0.011,1
432,0.012,1
433,0.012,1
434,0.011,1
435,0.011,1
436,0.013,1
437,0.013,1
438,0.011,1
439,0.011,1
440,0.01,1
441,0.01,1
442,0.011,1
443,0.011,1
444,0.01,1
445,0.01,1
446,0.014,1
447,0.014,1
448,0.009000000000000001,1
449,0.009000000000000001,1
450,0.009000000000000001,1
451,0.009000000000000001,1
452,0.011,1
453,0.011,1
454,0.009000000000000001,1
455,0.013,1
456,0.013,1
457,0.011,1
458,0.011,1
459,0.012,1
460,0.012,1
461,0.012,1
462,0.012,1
463,0.015,1
464,0.015,1
465,0.011,1
466,0.011,1
467,0.012,1
468,0.012,1
469,0.009000000000000001,1
470,0.009000000000000001,1
471,0.011,1
472,0.011,1
473,0.012,1
474,0.012,1
475,0.01,1
476,0.01,1
477,0.01,1
478,0.01,1
479,0.011,1
480,0.011,1
481,0.011,1
482,0.009000000000000001,1
483,0.01,1
484,0.01,1
485,0.011,1
486,0.011,1
487,0.01,1
488,0.01,1
489,0.009000000000000001,1
490,0.009000000000000001,1
491,0.01,1
492,0.01,1
493,0.011,1
494,0.012,1
495,0.009000000000000001,1
496,0.009000000000000001,1
497,0.013,1
498,0.013,1
499,0.01,1
500,0.01,1
501,0.011,1
502,0.011,1
503,0.01,1
504,0.01,1
505,0.014,1
506,0.014,1
507,0.013,1
508,0.013,1
509,0.013,1
510,0.013,1
511,0.012,1
512,0.012,1
513,0.011,1
514,0.011,1
515,0.011,1
516,0.013,1
517,0.013,1
518,0.011,1
519,0.011,1
520,0.009000000000000001,1
521,0.009000000000000001,1
522,0.01,1
523,0.01,1
524,0.012,1
525,0.012,1
526,0.011,1
527,0.011,1
528,0.012,1
529,0.014,1
530,0.014,1
531,0.01,1
532,0.01,1
533,0.011,1
534,0.011,1
535,0.011,1
536,0.011,1
537,0.011,1
538,0.011,1
539,0.012,1
540,0.012,1
541,0.012,1
542,0.012,1
543,0.013,1
544,0.013,1
545,0.01,1
546,0.01,1
547,0.008,1
548,0.008,1
549,0.011,1
550,0.011,1
551,0.013,1
552,0.013,1
553,0.011,1
554,0.011,1
555,0.01,1
556,0.01,1
557,0.011,1
558,0.011,1
559,0.01,1
560,0.01,1
561,0.014,1
562,0.014,1
563,0.011,1
564,0.011,1
565,0.012,1
566,0.012,1
567,0.01,1
568,0.01,1
569,0.012,1
570,0.012,1
571,0.012,1
572,0.012,1
573,0.011,1
574,0.011,1
575,0.012,1
576,0.012,1
577,0.01,1
578,0.01,1
579,0.011,1
580,0.012,1
581,0.012,1
582,0.011,1
583,0.011,1
584,0.012,1
585,0.012,1
586,0.01,1
587,0.01,1
588,0.011,1
589,0.012,1
590,0.012,1
591,0.012,1
592,0.009000000000000001,1
593,0.009000000000000001,1
594,0.011,1
595,0.011,1
596,0.012,1
597,0.012,1
598,0.012,1
599,0.012,1
600,0.011,1
601,0.012,1
602,0.012,1
603,0.01,1
604,0.01,1
605,0.012,1
606,0.013,1
607,0.013,1
608,0.01,1
609,0.01,1
610,0.012,1
611,0.012,1
612,0.012,1
613,0.008,1
614,0.011,1
615,0.011,1
616,0.012,1
617,0.012,1
618,0.016,1
619,0.011,1
620,0.011,1
621,0.013,1
622,0.012,1
623,0.013,1
624,0.013,1
625,0.013,1
626,0.013,1
627,0.013,1
628,0.011,1
629,0.012,1
630,0.012,1
631,0.013,1
632,0.013,1
633,0.011,1
634,0.011,1
635,0.012,1
636,0.012,1
637,0.011,1
638,0.011,1
639,0.013,1
640,0.013,1
641,0.012,1
642,0.012,1
643,0.012,1
644,0.012,1
645,0.011,1
646,0.011,1
647,0.012,1
648,0.012,1
649,0.014,1
650,0.014,1
651,0.011,1
652,0.011,1
653,0.012,1
654,0.012,1
655,0.012,1
656,0.012,1
657,0.014,1
658,0.014,1
659,0.011,1
660,0.01,1
661,0.01,1
662,0.013,1
663,0.013,1
664,0.012,1
665,0.012,1
666,0.014,1
667,0.014,1
668,0.013,1
669,0.013,1
670,0.013,1
671,0.013,1
672,0.012,1
673,0.012,1
674,0.012,1
675,0.012,1
676,0.013,1
677,0.013,1
678,0.011,1
679,0.011,1
680,0.013,1
681,0.013,1
682,0.012,1
683,0.012,1
684,0.015,1
685,0.015,1
686,0.013,1
687,0.013,1
688,0.012,1
689,0.012,1
690,0.011,1
691,0.011,1
692,0.009000000000000001,1
693,0.012,1
694,0.011,1
695,0.011,1
696,0.014,1
697,0.014,1
698,0.011,1
699,0.011,1
700,0.012,1
701,0.012,1
702,0.011,1
703,0.011,1
704,0.013,1
705,0.013,1
706,0.012,1
707,0.012,1
708,0.012,1
709,0.012,1
710,0.011,1
711,0.011,1
712,0.013,1
713,0.013,1
714,0.014,1
715,0.014,1
716,0.013,1
717,0.013,1
718,0.013,1
719,0.013,1
720,0.012,1
721,0.012,1
722,0.013,1
723,0.013,1
724,0.013,1
725,0.013,1
726,0.012,1
727,0.012,1
728,0.013,1
729,0.013,1
730,0.013,1
731,0.013,1
732,0.013,1
733,0.013,1
734,0.011,1
735,0.011,1
736,0.013,1
737,0.013,1
738,0.011,1
739,0.011,1
740,0.013,1
741,0.013,1
742,0.011,1
743,0.011,1
744,0.012,1
745,0.012,1
746,0.012,1
747,0.012,1
748,0.014,1
749,0.014,1
750,0.012,1
751,0.012,1
752,0.012,1
753,0.012,1
754,0.013,1
755,0.013,1
756,0.013,1
757,0.014,1
758,0.014,1
759,0.012,1
760,0.012,1
761,0.012,1
762,0.012,1
763,0.012,1
764,0.012,1
765,0.011,1
766,0.011,1
767,0.012,1
768,0.012,1
769,0.012,1
770,0.012,1
771,0.012,1
772,0.012,1
773,0.013,1
774,0.013,1
775,0.012,1
776,0.012,1
777,0.01,1
778,0.01,1
779,0.014,1
780,0.014,1
781,0.015,1
782,0.013,1
783,0.013,1
784,0.015,1
785,0.015,1
786,0.011,1
787,0.012,1
788,0.012,1
789,0.01,1
790,0.01,1
791,0.012,1
792,0.012,1
793,0.012,1
794,0.012,1
795,0.014,1
796,0.014,1
797,0.012,1
798,0.012,1
799,0.014,1
800,0.014,1
801,0.011,1
802,0.011,1
803,0.015,1
804,0.015,1
805,0.01,1
806,0.01,1
807,0.015,1
808,0.015,1
809,0.013,1
810,0.013,1
811,0.013,1
812,0.013,1
813,0.013,1
814,0.013,1
815,0.012,1
816,0.012,1
817,0.012,1
818,0.012,1
819,0.013,1
820,0.012,1
821,0.012,1
822,0.013,1
823,0.013,1
824,0.013,1
825,0.013,1
826,0.013,1
827,0.013,1
828,0.011,1
829,0.011,1
830,0.013,1
831,0.013,1
832,0.013,1
833,0.013,1
834,0.011,1
835,0.011,1
836,0.014,1
837,0.014,1
838,0.012,1
839,0.012,1
840,0.013,1
841,0.013,1
842,0.014,1
843,0.014,1
844,0.013,1
845,0.013,1
846,0.014,1
847,0.014,1
848,0.013,1
849,0.013,1
850,0.014,1
851,0.014,1
